packet,device,operation,datetime,unk1,F,clock,A,lat,N,lon,E,pitch,heading
271,imei:864895033864933,tracker,220322201843,,F,181843.00,A,4036.00642,N,02257.58715,E,7.708,34.20
272,imei:864895033864933,tracker,220322201845,,F,181845.00,A,4036.00864,N,02257.59256,E,9.388,63.32
273,imei:864895033864933,tracker,220322201900,,F,181900.00,A,4036.02156,N,02257.64527,E,6.915,82.39
274,imei:864895033864933,tracker,220322201901,,F,181901.00,A,4036.02085,N,02257.64774,E,7.548,107.39
275,imei:864895033864933,tracker,220322201915,,F,181915.00,A,4035.99624,N,02257.66214,E,8.885,161.11
276,imei:864895033864933,tracker,220322201930,,F,181930.00,A,4035.96677,N,02257.67616,E,7.072,164.00
277,imei:864895033864933,tracker,220322201937,,F,181937.00,A,4035.95838,N,02257.67934,E,2.828,135.85
278,imei:864895033864933,tracker,220322201939,,F,181939.00,A,4035.95787,N,02257.68371,E,7.829,89.53
279,imei:864895033864933,tracker,220322201945,,F,181945.00,A,4035.95848,N,02257.69930,E,5.245,80.85
280,imei:864895033864933,tracker,220322202000,,F,182000.00,A,4035.95795,N,02257.70701,E,0.275,0
281,imei:864895033864933,tracker,220322202015,,F,182015.00,A,4035.95877,N,02257.70634,E,1.322,0
282,imei:864895033864933,tracker,220322202030,,F,182030.00,A,4035.95947,N,02257.70169,E,0.131,0
283,imei:864895033864933,tracker,220322202045,,F,182045.00,A,4035.96005,N,02257.70141,E,0.925,0
284,imei:864895033864933,tracker,220322202100,,F,182100.00,A,4035.96037,N,02257.70081,E,0.052,0
285,imei:864895033864933,tracker,220322202103,,F,182103.00,A,4035.96015,N,02257.70090,E,0.061,0
286,imei:864895033864933,acc off,220322202108,,F,182108.00,A,4035.95951,N,02257.70124,E,0.025,0
287,imei:864895033864933,tracker,220322202116,,F,182116.00,A,4035.95668,N,02257.70163,E,0.058,0
288,imei:864895033864933,tracker,220322203116,,F,183116.00,A,4035.95784,N,02257.69652,E,,
289,imei:864895033864933,tracker,220322204116,,F,184116.00,A,4035.95784,N,02257.69652,E,,
290,imei:864895033864933,tracker,220322205116,,F,185116.00,A,4035.95784,N,02257.69652,E,,
291,imei:864895033864933,tracker,220322210157,,F,190157.00,A,4035.96114,N,02257.70010,E,,
292,imei:864895033864933,tracker,220322211157,,F,191157.00,A,4035.96114,N,02257.70010,E,,
293,imei:864895033864933,tracker,220322212157,,F,192157.00,A,4035.96114,N,02257.70010,E,,
294,imei:864895033864933,tracker,220322213157,,F,193157.00,A,4035.96114,N,02257.70010,E,,
295,imei:864895033864933,tracker,220322214157,,F,194157.00,A,4035.96114,N,02257.70010,E,,
296,imei:864895033864933,tracker,220322215157,,F,195157.00,A,4035.96114,N,02257.70010,E,,
297,imei:864895033864933,tracker,220322220157,,F,200157.00,A,4035.96114,N,02257.70010,E,,
298,imei:864895033864933,tracker,220322221157,,F,201157.00,A,4035.96114,N,02257.70010,E,,
299,imei:864895033864933,tracker,220322222157,,F,202157.00,A,4035.96114,N,02257.70010,E,,
300,imei:864895033864933,tracker,220322223157,,F,203157.00,A,4035.96114,N,02257.70010,E,,
301,imei:864895033864933,tracker,220322224157,,F,204157.00,A,4035.96114,N,02257.70010,E,,
302,imei:864895033864933,tracker,220322225157,,F,205157.00,A,4035.96114,N,02257.70010,E,,
303,imei:864895033864933,tracker,220322230157,,F,210157.00,A,4035.96114,N,02257.70010,E,,
304,imei:864895033864933,tracker,220322231157,,F,211157.00,A,4035.96114,N,02257.70010,E,,
305,imei:864895033864933,tracker,220322232157,,F,212157.00,A,4035.96114,N,02257.70010,E,,
306,imei:864895033864933,tracker,220322233157,,F,213157.00,A,4035.96114,N,02257.70010,E,,
307,imei:864895033864933,tracker,220322234157,,F,214157.00,A,4035.96114,N,02257.70010,E,,
308,imei:864895033864933,tracker,220322235157,,F,215157.00,A,4035.96114,N,02257.70010,E,,
309,imei:864895033864933,tracker,220323000157,,F,220157.00,A,4035.96114,N,02257.70010,E,,
310,imei:864895033864933,tracker,220323001157,,F,221157.00,A,4035.96114,N,02257.70010,E,,
311,imei:864895033864933,tracker,220323002157,,F,222157.00,A,4035.96114,N,02257.70010,E,,
312,imei:864895033864933,tracker,220323003157,,F,223157.00,A,4035.96114,N,02257.70010,E,,
313,imei:864895033864933,tracker,220323004157,,F,224157.00,A,4035.96114,N,02257.70010,E,,
314,imei:864895033864933,tracker,220323005157,,F,225157.00,A,4035.96114,N,02257.70010,E,,
315,imei:864895033864933,tracker,220323010157,,F,230157.00,A,4035.96114,N,02257.70010,E,,
316,imei:864895033864933,tracker,220323011157,,F,231157.00,A,4035.96114,N,02257.70010,E,,
317,imei:864895033864933,tracker,220323012157,,F,232157.00,A,4035.96114,N,02257.70010,E,,
318,imei:864895033864933,tracker,220323013157,,F,233157.00,A,4035.96114,N,02257.70010,E,,
319,imei:864895033864933,tracker,220323014157,,F,234157.00,A,4035.96114,N,02257.70010,E,,
320,imei:864895033864933,tracker,220323015157,,F,235157.00,A,4035.96114,N,02257.70010,E,,
321,imei:864895033864933,tracker,220323020157,,F,000157.00,A,4035.96114,N,02257.70010,E,,
322,imei:864895033864933,tracker,220323021157,,F,001157.00,A,4035.96114,N,02257.70010,E,,
323,imei:864895033864933,tracker,220323022157,,F,002157.00,A,4035.96114,N,02257.70010,E,,
324,imei:864895033864933,tracker,220323023157,,F,003157.00,A,4035.96114,N,02257.70010,E,,
325,imei:864895033864933,tracker,220323024157,,F,004157.00,A,4035.96114,N,02257.70010,E,,
326,imei:864895033864933,tracker,220323025157,,F,005157.00,A,4035.96114,N,02257.70010,E,,
327,imei:864895033864933,tracker,220323030157,,F,010157.00,A,4035.96114,N,02257.70010,E,,
328,imei:864895033864933,tracker,220323031157,,F,011157.00,A,4035.96114,N,02257.70010,E,,
329,imei:864895033864933,tracker,220323032157,,F,012157.00,A,4035.96114,N,02257.70010,E,,
330,imei:864895033864933,tracker,220323033157,,F,013157.00,A,4035.96114,N,02257.70010,E,,
331,imei:864895033864933,tracker,220323034157,,F,014157.00,A,4035.96114,N,02257.70010,E,,
332,imei:864895033864933,tracker,220323035157,,F,015157.00,A,4035.96114,N,02257.70010,E,,
333,imei:864895033864933,tracker,220323040157,,F,020157.00,A,4035.96114,N,02257.70010,E,,
334,imei:864895033864933,tracker,220323041157,,F,021157.00,A,4035.96114,N,02257.70010,E,,
335,imei:864895033864933,tracker,220323042157,,F,022157.00,A,4035.96114,N,02257.70010,E,,
336,imei:864895033864933,tracker,220323043157,,F,023157.00,A,4035.96114,N,02257.70010,E,,
337,imei:864895033864933,tracker,220323044157,,F,024157.00,A,4035.96114,N,02257.70010,E,,
338,imei:864895033864933,tracker,220323052938,,F,032938.00,A,4035.93747,N,02257.70228,E,,
339,imei:864895033864933,tracker,220323053938,,F,033938.00,A,4035.93747,N,02257.70228,E,,
340,imei:864895033864933,tracker,220323054938,,F,034938.00,A,4035.93747,N,02257.70228,E,,
341,imei:864895033864933,tracker,220323055938,,F,035938.00,A,4035.93747,N,02257.70228,E,,
342,imei:864895033864933,tracker,220323060938,,F,040938.00,A,4035.93747,N,02257.70228,E,,
343,imei:864895033864933,tracker,220323061938,,F,041938.00,A,4035.93747,N,02257.70228,E,,
344,imei:864895033864933,tracker,220323062938,,F,042938.00,A,4035.93747,N,02257.70228,E,,
345,imei:864895033864933,tracker,220323063938,,F,043938.00,A,4035.93747,N,02257.70228,E,,
346,imei:864895033864933,tracker,220323064938,,F,044938.00,A,4035.93747,N,02257.70228,E,,
347,imei:864895033864933,tracker,220323065938,,F,045938.00,A,4035.93747,N,02257.70228,E,,
348,imei:864895033864933,tracker,220323070938,,F,050938.00,A,4035.93747,N,02257.70228,E,,
349,imei:864895033864933,tracker,220323071938,,F,051938.00,A,4035.93747,N,02257.70228,E,,
350,imei:864895033864933,tracker,220323072938,,F,052938.00,A,4035.93747,N,02257.70228,E,,
351,imei:864895033864933,tracker,220323073938,,F,053938.00,A,4035.93747,N,02257.70228,E,,
352,imei:864895033864933,tracker,220323074938,,F,054938.00,A,4035.93747,N,02257.70228,E,,
353,imei:864895033864933,tracker,220323075938,,F,055938.00,A,4035.93747,N,02257.70228,E,,
354,imei:864895033864933,tracker,220323080938,,F,060938.00,A,4035.93747,N,02257.70228,E,,
355,imei:864895033864933,tracker,220323081938,,F,061938.00,A,4035.93747,N,02257.70228,E,,
356,imei:864895033864933,tracker,220323082938,,F,062938.00,A,4035.93747,N,02257.70228,E,,
357,imei:864895033864933,tracker,220323083938,,F,063938.00,A,4035.93747,N,02257.70228,E,,
358,imei:864895033864933,tracker,220323084938,,F,064938.00,A,4035.93747,N,02257.70228,E,,
359,imei:864895033864933,tracker,220323085938,,F,065938.00,A,4035.93747,N,02257.70228,E,,
360,imei:864895033864933,tracker,220323090938,,F,070938.00,A,4035.93747,N,02257.70228,E,,
361,imei:864895033864933,tracker,220323091938,,F,071938.00,A,4035.93747,N,02257.70228,E,,
362,imei:864895033864933,tracker,220323092938,,F,072938.00,A,4035.93747,N,02257.70228,E,,
363,imei:864895033864933,tracker,220323093938,,F,073938.00,A,4035.93747,N,02257.70228,E,,
364,imei:864895033864933,tracker,220323094938,,F,074938.00,A,4035.93747,N,02257.70228,E,,
365,imei:864895033864933,tracker,220323095938,,F,075938.00,A,4035.93747,N,02257.70228,E,,
366,imei:864895033864933,tracker,220323100938,,F,080938.00,A,4035.93747,N,02257.70228,E,,
367,imei:864895033864933,tracker,220323101938,,F,081938.00,A,4035.93747,N,02257.70228,E,,
368,imei:864895033864933,tracker,220323102938,,F,082938.00,A,4035.93747,N,02257.70228,E,,
369,imei:864895033864933,tracker,220323103938,,F,083938.00,A,4035.93747,N,02257.70228,E,,
370,imei:864895033864933,tracker,220323104938,,F,084938.00,A,4035.93747,N,02257.70228,E,,
371,imei:864895033864933,tracker,220323105938,,F,085938.00,A,4035.93747,N,02257.70228,E,,
372,imei:864895033864933,tracker,220323113938,,F,093938.00,A,4035.93747,N,02257.70228,E,,
373,imei:864895033864933,tracker,220323114938,,F,094938.00,A,4035.93747,N,02257.70228,E,,
374,imei:864895033864933,tracker,220323115938,,F,095938.00,A,4035.93747,N,02257.70228,E,,
375,imei:864895033864933,tracker,220323120938,,F,100938.00,A,4035.93747,N,02257.70228,E,,
376,imei:864895033864933,tracker,220323121938,,F,101938.00,A,4035.93747,N,02257.70228,E,,
377,imei:864895033864933,tracker,220323122938,,F,102938.00,A,4035.93747,N,02257.70228,E,,
378,imei:864895033864933,tracker,220323123938,,F,103938.00,A,4035.93747,N,02257.70228,E,,
379,imei:864895033864933,tracker,220323124938,,F,104938.00,A,4035.93747,N,02257.70228,E,,
380,imei:864895033864933,tracker,220323125938,,F,105938.00,A,4035.93747,N,02257.70228,E,,
381,imei:864895033864933,tracker,220323130938,,F,110938.00,A,4035.93747,N,02257.70228,E,,
382,imei:864895033864933,tracker,220323135718,,F,115718.00,A,4035.95325,N,02257.70337,E,,
383,imei:864895033864933,tracker,220323140718,,F,120718.00,A,4035.95325,N,02257.70337,E,,
384,imei:864895033864933,tracker,220323141718,,F,121718.00,A,4035.95325,N,02257.70337,E,,
385,imei:864895033864933,tracker,220323142718,,F,122718.00,A,4035.95325,N,02257.70337,E,,
386,imei:864895033864933,tracker,220323143718,,F,123718.00,A,4035.95325,N,02257.70337,E,,
387,imei:864895033864933,tracker,220323144718,,F,124718.00,A,4035.95325,N,02257.70337,E,,
388,imei:864895033864933,tracker,220323145718,,F,125718.00,A,4035.95325,N,02257.70337,E,,
389,imei:864895033864933,tracker,220323150718,,F,130718.00,A,4035.95325,N,02257.70337,E,,
390,imei:864895033864933,tracker,220323151718,,F,131718.00,A,4035.95325,N,02257.70337,E,,
391,imei:864895033864933,tracker,220323152718,,F,132718.00,A,4035.95325,N,02257.70337,E,,
392,imei:864895033864933,tracker,220323153719,,F,133719.00,A,4035.95325,N,02257.70337,E,,
393,imei:864895033864933,tracker,220323154719,,F,134719.00,A,4035.95325,N,02257.70337,E,,
394,imei:864895033864933,tracker,220323155719,,F,135719.00,A,4035.95346,N,02257.69935,E,,
395,imei:864895033864933,tracker,220323160719,,F,140719.00,A,4035.95346,N,02257.69935,E,,
396,imei:864895033864933,tracker,220323161719,,F,141719.00,A,4035.95346,N,02257.69935,E,,
397,imei:864895033864933,tracker,220323162719,,F,142719.00,A,4035.95346,N,02257.69935,E,,
398,imei:864895033864933,tracker,220323163719,,F,143719.00,A,4035.95346,N,02257.69935,E,,
399,imei:864895033864933,tracker,220323164719,,F,144719.00,A,4035.95346,N,02257.69935,E,,
400,imei:864895033864933,tracker,220323165719,,F,145719.00,A,4035.95346,N,02257.69935,E,,
401,imei:864895033864933,tracker,220323170719,,F,150719.00,A,4035.95346,N,02257.69935,E,,
402,imei:864895033864933,tracker,220323171719,,F,151719.00,A,4035.95346,N,02257.69935,E,,
403,imei:864895033864933,tracker,220323172719,,F,152719.00,A,4035.95346,N,02257.69935,E,,
404,imei:864895033864933,tracker,220323173719,,F,153719.00,A,4035.95346,N,02257.69935,E,,
405,imei:864895033864933,tracker,220323174719,,F,154719.00,A,4035.95346,N,02257.69935,E,,
406,imei:864895033864933,tracker,220323175719,,F,155719.00,A,4035.95346,N,02257.69935,E,,
407,imei:864895033864933,tracker,220323180719,,F,160719.00,A,4035.95346,N,02257.69935,E,,
408,imei:864895033864933,tracker,220323181719,,F,161719.00,A,4035.95346,N,02257.69935,E,,
409,imei:864895033864933,tracker,220323190458,,F,170458.00,A,4035.96413,N,02257.69927,E,,
410,imei:864895033864933,tracker,220323194900,,F,174900.00,A,4035.95079,N,02257.70584,E,,
411,imei:864895033864933,tracker,220323203318,,F,183318.00,A,4035.95936,N,02257.69793,E,,
412,imei:864895033864933,tracker,220323211715,,F,191715.00,A,4035.95632,N,02257.70048,E,,
413,imei:864895033864933,tracker,220323220145,,F,200145.00,A,4035.95155,N,02257.69918,E,,
414,imei:864895033864933,tracker,220323224546,,F,204546.00,A,4035.94444,N,02257.70533,E,,
415,imei:864895033864933,tracker,220323233015,,F,213015.00,A,4035.96293,N,02257.69311,E,0.055,0
416,imei:864895033864933,tracker,220324001417,,F,221417.00,A,4035.95624,N,02257.70563,E,,
417,imei:864895033864933,tracker,220324005836,,F,225836.00,A,4035.95304,N,02257.70436,E,,
418,imei:864895033864933,tracker,220324014237,,F,234237.00,A,4035.95244,N,02257.69596,E,,
419,imei:864895033864933,tracker,220324022654,,F,002654.00,A,4035.96155,N,02257.69258,E,,
420,imei:864895033864933,tracker,220324031054,,F,011054.00,A,4035.96287,N,02257.70850,E,,
421,imei:864895033864933,tracker,220324035511,,F,015511.00,A,4035.95029,N,02257.70152,E,,
422,imei:864895033864933,tracker,220324043911,,F,023911.00,A,4035.95639,N,02257.70191,E,,
423,imei:864895033864933,tracker,220324052341,,F,032341.00,A,4035.94538,N,02257.70488,E,,
424,imei:864895033864933,tracker,220324060742,,F,040742.00,A,4035.94998,N,02257.70362,E,,
425,imei:864895033864933,tracker,220324065211,,F,045211.00,A,4035.95471,N,02257.70195,E,,
426,imei:864895033864933,tracker,220324073612,,F,053612.00,A,4035.95126,N,02257.69840,E,,
427,imei:864895033864933,tracker,220324082032,,F,062032.00,A,4035.95403,N,02257.70429,E,,
428,imei:864895033864933,tracker,220324090433,,F,070433.00,A,4035.94623,N,02257.70309,E,,
429,imei:864895033864933,tracker,220324094850,,F,074850.00,A,4035.95914,N,02257.70409,E,,
430,imei:864895033864933,tracker,220324103254,,F,083254.00,A,4035.94850,N,02257.70072,E,,
431,imei:864895033864933,acc on,220324110758,,F,090758.00,A,4035.96035,N,02257.70059,E,0.372,0
432,imei:864895033864933,tracker,220324110811,,F,090811.00,A,4035.95984,N,02257.70071,E,0.385,0
433,imei:864895033864933,tracker,220324110826,,F,090826.00,A,4035.95974,N,02257.70066,E,0.030,0
434,imei:864895033864933,tracker,220324110841,,F,090841.00,A,4035.96095,N,02257.70006,E,0.032,0
435,imei:864895033864933,tracker,220324110854,,F,090854.00,A,4035.95934,N,02257.70313,E,5.103,106.84
436,imei:864895033864933,tracker,220324110856,,F,090856.00,A,4035.95813,N,02257.70851,E,7.875,96.27
437,imei:864895033864933,tracker,220324110911,,F,090911.00,A,4035.96808,N,02257.75319,E,1.606,0
438,imei:864895033864933,tracker,220324110926,,F,090926.00,A,4035.97010,N,02257.76940,E,11.887,82.86
439,imei:864895033864933,tracker,220324110941,,F,090941.00,A,4035.98503,N,02257.83629,E,8.877,72.24
440,imei:864895033864933,tracker,220324110956,,F,090956.00,A,4035.98592,N,02257.84446,E,0.102,0
441,imei:864895033864933,tracker,220324111011,,F,091011.00,A,4035.98289,N,02257.84604,E,0.074,0
442,imei:864895033864933,tracker,220324111026,,F,091026.00,A,4035.97917,N,02257.84825,E,0.022,0
443,imei:864895033864933,tracker,220324111041,,F,091041.00,A,4035.97998,N,02257.86149,E,3.680,118.34
444,imei:864895033864933,tracker,220324111041,,F,091041.00,A,4035.97998,N,02257.86149,E,3.680,118.34
445,imei:864895033864933,tracker,220324111056,,F,091056.00,A,4035.94946,N,02257.86623,E,3.577,181.73
446,imei:864895033864933,tracker,220324111111,,F,091111.00,A,4035.94160,N,02257.86805,E,7.851,176.77
447,imei:864895033864933,tracker,220324111126,,F,091126.00,A,4035.89023,N,02257.87405,E,6.769,174.93
448,imei:864895033864933,tracker,220324111141,,F,091141.00,A,4035.88190,N,02257.87609,E,0.493,0
449,imei:864895033864933,tracker,220324111156,,F,091156.00,A,4035.87915,N,02257.87775,E,0.097,0
450,imei:864895033864933,tracker,220324111211,,F,091211.00,A,4035.87411,N,02257.87614,E,10.541,176.10
451,imei:864895033864933,tracker,220324111226,,F,091226.00,A,4035.79434,N,02257.88047,E,27.641,176.14
452,imei:864895033864933,tracker,220324111241,,L,,,845,,27e5,,,
453,imei:864895033864933,tracker,220324111256,,F,091256.00,A,4035.48170,N,02257.97102,E,55.227,153.87
454,imei:864895033864933,tracker,220324111311,,F,091311.00,A,4035.29495,N,02258.16699,E,57.903,137.15
455,imei:864895033864933,tracker,220324111326,,F,091326.00,A,4035.11449,N,02258.38561,E,60.972,137.70
456,imei:864895033864933,tracker,220324111341,,F,091341.00,A,4034.92137,N,02258.59601,E,60.076,142.96
457,imei:864895033864933,tracker,220324111356,,F,091356.00,A,4034.71164,N,02258.78399,E,59.339,148.44
458,imei:864895033864933,tracker,220324111411,,F,091411.00,A,4034.49805,N,02258.93867,E,57.464,153.75
459,imei:864895033864933,tracker,220324111426,,F,091426.00,A,4034.28530,N,02259.07820,E,58.512,153.49
460,imei:864895033864933,tracker,220324111441,,F,091441.00,A,4034.05458,N,02259.22990,E,64.128,153.57
461,imei:864895033864933,tracker,220324111456,,F,091456.00,A,4033.82168,N,02259.39109,E,62.628,149.23
462,imei:864895033864933,tracker,220324111511,,F,091511.00,A,4033.60206,N,02259.57681,E,59.165,146.30
463,imei:864895033864933,tracker,220324111526,,F,091526.00,A,4033.41358,N,02259.74129,E,47.824,146.41
464,imei:864895033864933,tracker,220324111541,,F,091541.00,A,4033.25601,N,02259.87822,E,42.666,146.42
465,imei:864895033864933,tracker,220324111556,,F,091556.00,A,4033.06473,N,02300.04266,E,64.501,148.38
466,imei:864895033864933,tracker,220324111611,,F,091611.00,A,4032.87684,N,02300.17711,E,36.464,153.26
467,imei:864895033864933,tracker,220324111624,,F,091624.00,A,4032.81441,N,02300.19722,E,16.307,160.68
468,imei:864895033864933,tracker,220324111626,,F,091626.00,A,4032.80272,N,02300.20418,E,24.988,155.62
469,imei:864895033864933,tracker,220324111641,,F,091641.00,A,4032.70812,N,02300.26233,E,26.026,154.52
470,imei:864895033864933,tracker,220324111656,,F,091656.00,A,4032.62923,N,02300.31817,E,15.207,112.67
471,imei:864895033864933,tracker,220324111656,,F,091656.00,A,4032.62923,N,02300.31817,E,15.207,112.67
472,imei:864895033864933,tracker,220324111711,,F,091711.00,A,4032.68351,N,02300.40368,E,19.756,42.71
473,imei:864895033864933,tracker,220324111726,,F,091726.00,A,4032.69405,N,02300.41480,E,0.018,0
474,imei:864895033864933,tracker,220324111741,,F,091741.00,A,4032.69436,N,02300.41457,E,0.022,0
475,imei:864895033864933,tracker,220324111756,,F,091756.00,A,4032.69435,N,02300.41462,E,0.068,0
476,imei:864895033864933,tracker,220324111811,,F,091811.00,A,4032.69989,N,02300.42006,E,9.877,35.37
477,imei:864895033864933,tracker,220324111826,,F,091826.00,A,4032.76546,N,02300.49203,E,28.379,39.72
478,imei:864895033864933,tracker,220324111841,,F,091841.00,A,4032.85591,N,02300.59146,E,26.438,40.02
479,imei:864895033864933,tracker,220324111856,,F,091856.00,A,4032.92404,N,02300.66614,E,13.008,39.86
480,imei:864895033864933,tracker,220324111903,,F,091903.00,A,4032.93689,N,02300.68291,E,12.583,19.41
481,imei:864895033864933,tracker,220324111911,,F,091911.00,A,4032.97102,N,02300.71677,E,20.934,39.59
482,imei:864895033864933,tracker,220324111926,,F,091926.00,A,4033.02082,N,02300.77239,E,15.758,41.11
483,imei:864895033864933,tracker,220324111941,,F,091941.00,A,4033.08918,N,02300.86783,E,21.285,57.07
484,imei:864895033864933,tracker,220324111956,,F,091956.00,A,4033.14808,N,02300.98630,E,25.102,57.17
485,imei:864895033864933,tracker,220324112006,,F,092006.00,A,4033.16750,N,02301.03891,E,14.516,63.67
486,imei:864895033864933,tracker,220324112008,,F,092008.00,A,4033.17372,N,02301.04614,E,17.592,32.60
487,imei:864895033864933,tracker,220324112011,,F,092011.00,A,4033.18822,N,02301.06412,E,27.660,50.83
488,imei:864895033864933,tracker,220324112026,,F,092026.00,A,4033.26919,N,02301.12539,E,14.380,15.12
489,imei:864895033864933,tracker,220324112041,,F,092041.00,A,4033.33195,N,02301.14798,E,18.834,16.07
490,imei:864895033864933,tracker,220324112056,,F,092056.00,A,4033.41500,N,02301.19147,E,23.909,27.17
491,imei:864895033864933,tracker,220324112126,,F,092126.00,A,4033.48198,N,02301.24235,E,0.021,0
492,imei:864895033864933,tracker,220324112138,,F,092138.00,A,4033.48318,N,02301.24298,E,5.010,15.90
493,imei:864895033864933,tracker,220324112141,,F,092141.00,A,4033.49005,N,02301.24612,E,10.449,22.54
494,imei:864895033864933,tracker,220324112145,,F,092145.00,A,4033.49630,N,02301.25193,E,3.748,64.18
495,imei:864895033864933,acc off,220324112152,,F,092152.00,A,4033.49569,N,02301.25528,E,0.060,0
496,imei:864895033864933,tracker,220324112156,,F,092156.00,A,4033.49555,N,02301.25578,E,0.114,0
497,imei:864895033864933,tracker,220324112655,,F,092655.00,A,4033.49512,N,02301.25867,E,0.009,0
498,imei:864895033864933,tracker,220324112710,,F,092710.00,A,4033.49533,N,02301.25765,E,1.778,282.83
499,imei:864895033864933,tracker,220324112725,,F,092725.00,A,4033.51421,N,02301.28162,E,10.391,100.36
500,imei:864895033864933,tracker,220324112740,,F,092740.00,A,4033.47422,N,02301.30550,E,20.607,199.38
501,imei:864895033864933,tracker,220324112755,,F,092755.00,A,4033.45117,N,02301.31812,E,9.299,115.94
502,imei:864895033864933,tracker,220324112810,,F,092810.00,A,4033.48227,N,02301.32427,E,6.842,283.82
503,imei:864895033864933,tracker,220324112825,,F,092825.00,A,4033.47686,N,02301.31888,E,0.098,0
504,imei:864895033864933,tracker,220324120111,,F,100111.00,A,4033.47511,N,02301.30965,E,,
505,imei:864895033864933,tracker,220324121111,,F,101111.00,A,4033.47511,N,02301.30965,E,,
506,imei:864895033864933,tracker,220324124620,,F,104620.00,A,4033.47964,N,02301.31869,E,,
507,imei:864895033864933,tracker,220324133021,,F,113021.00,A,4033.47929,N,02301.32067,E,,
508,imei:864895033864933,tracker,220324141439,,F,121439.00,A,4033.48247,N,02301.31765,E,,
509,imei:864895033864933,tracker,220324145842,,F,125842.00,A,4033.47877,N,02301.31660,E,,
510,imei:864895033864933,tracker,220324154300,,F,134300.00,A,4033.46565,N,02301.31781,E,,
511,imei:864895033864933,tracker,220324161716,,F,141716.00,A,4035.97464,N,02257.58361,E,0.094,0
512,imei:864895033864933,tracker,220324161727,,F,141727.00,A,4035.97538,N,02257.58341,E,3.588,353.54
513,imei:864895033864933,tracker,220324161738,,F,141738.00,A,4036.01136,N,02257.57589,E,9.679,2.03
514,imei:864895033864933,tracker,220324155112,,F,135112.00,A,4033.47871,N,02301.31589,E,0.368,0
515,imei:864895033864933,tracker,220324155557,,F,135557.00,A,4033.89282,N,02300.01627,E,31.795,303.30
516,imei:864895033864933,tracker,220324161916,,F,141916.00,A,4035.98699,N,02257.79226,E,8.176,160.70
517,imei:864895033864933,tracker,220324155642,,F,135642.00,A,4034.07337,N,02259.77229,E,28.451,322.59
518,imei:864895033864933,tracker,220324161946,,F,141946.00,A,4035.95009,N,02257.68337,E,15.465,249.16
519,imei:864895033864933,tracker,220324155855,,F,135855.00,A,4034.57136,N,02259.29671,E,32.225,321.48
520,imei:864895033864933,tracker,220324155910,,F,135910.00,A,4034.67374,N,02259.19750,E,30.275,328.82
521,imei:864895033864933,tracker,220324155925,,F,135925.00,A,4034.77399,N,02259.09588,E,32.147,331.91
522,imei:864895033864933,tracker,220324160702,,F,140702.00,A,4035.05084,N,02257.86455,E,0.015,0
523,imei:864895033864933,tracker,220324161448,,F,141448.00,A,4035.90461,N,02257.59411,E,0.167,0
524,imei:864895033864933,tracker,220324161503,,F,141503.00,A,4035.91752,N,02257.59137,E,14.112,348.71
525,imei:864895033864933,tracker,220324161518,,F,141518.00,A,4035.98827,N,02257.57543,E,18.543,349.37
526,imei:864895033864933,tracker,220324161533,,F,141533.00,A,4036.02318,N,02257.63553,E,13.679,68.18
527,imei:864895033864933,tracker,220324161548,,F,141548.00,A,4036.00315,N,02257.65631,E,9.784,162.20
528,imei:864895033864933,tracker,220324161603,,F,141603.00,A,4035.97923,N,02257.64087,E,11.069,250.24
529,imei:864895033864933,tracker,220324161618,,F,141618.00,A,4035.96493,N,02257.59706,E,0.260,0
530,imei:864895033864933,tracker,220324170145,,F,150145.00,A,4035.94229,N,02257.61846,E,,
531,imei:864895033864933,tracker,220324173657,,F,153657.00,A,4035.69707,N,02257.40001,E,0.203,0
532,imei:864895033864933,tracker,220324173712,,F,153712.00,A,4035.69738,N,02257.39701,E,0.014,0
533,imei:864895033864933,tracker,220324173243,,F,153243.00,A,4035.94182,N,02257.61436,E,0.007,0
534,imei:864895033864933,tracker,220324173258,,F,153258.00,A,4035.94243,N,02257.61402,E,0.102,0
535,imei:864895033864933,tracker,220324173727,,F,153727.00,A,4035.69703,N,02257.39653,E,0.036,0
536,imei:864895033864933,tracker,220324173359,,F,153359.00,A,4035.93622,N,02257.60984,E,0.018,0
537,imei:864895033864933,tracker,220324173414,,F,153414.00,A,4035.93454,N,02257.60923,E,0.047,0
538,imei:864895033864933,tracker,220324173429,,F,153429.00,A,4035.93363,N,02257.60404,E,5.628,256.96
539,imei:864895033864933,tracker,220324173742,,F,153742.00,A,4035.69466,N,02257.39119,E,9.497,229.27
540,imei:864895033864933,tracker,220324173444,,F,153444.00,A,4035.91233,N,02257.60137,E,18.559,167.87
541,imei:864895033864933,tracker,220324173459,,F,153459.00,A,4035.83026,N,02257.58766,E,22.877,225.18
542,imei:864895033864933,tracker,220324173514,,F,153514.00,A,4035.77599,N,02257.50936,E,7.724,230.24
543,imei:864895033864933,tracker,220324173757,,F,153757.00,A,4035.69268,N,02257.34094,E,11.131,267.23
544,imei:864895033864933,tracker,220324173529,,F,153529.00,A,4035.72779,N,02257.44164,E,18.627,226.76
545,imei:864895033864933,tracker,220324173544,,F,153544.00,A,4035.71862,N,02257.42632,E,0.042,0
546,imei:864895033864933,tracker,220324173559,,F,153559.00,A,4035.71880,N,02257.42486,E,0.069,0
547,imei:864895033864933,tracker,220324173812,,F,153812.00,A,4035.68952,N,02257.27416,E,19.003,269.17
